gender,age,field,race,from,income,goal,date,go_out,career,sports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,you_call,them_cal
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,5.0,7.0,8.0,4.0,6.0,3.0,6.0,4.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,8.0,5.0,6.0,6.0,9.0,6.0,7.0,3.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,5.0,8.0,9.0,6.0,3.0,4.0,6.0,7.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,7.0,9.0,7.0,6.0,5.0,7.0,7.0,8.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,6.0,8.0,7.0,9.0,7.0,8.0,8.0,6.0,1.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,8.0,7.0,8.0,3.0,6.0,2.0,6.0,5.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,7.0,5.0,9.0,6.0,7.0,9.0,8.0,7.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,5.0,8.0,7.0,5.0,9.0,5.0,5.0,6.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,7.0,6.0,8.0,9.0,4.0,5.0,5.0,6.0,2.0,3.0,0.0,0.0
0,24.0,law,2.0,Alabama,"65,929.00",1.0,5.0,1.0,law,3.0,7.0,10.0,8.0,6.0,3.0,5.0,8.0,10.0,1.0,9.0,8.0,7.0,8.0,3.0,1.0,6.0,7.0,8.0,7.0,9.0,8.0,8.0,7.0,2.0,3.0,0.0,0.0
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,7.0,9.0,10.0,7.0,8.0,9.0,8.0,7.0,1.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,9.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,7.0,9.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,9.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,8.0,10.0,10.0,7.0,9.0,9.0,8.0,,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,8.0,9.0,10.0,7.0,7.0,9.0,8.0,7.0,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,7.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,2.0,,,
0,25.0,Economics,2.0,Connecticut,,6.0,3.0,1.0,Economist,3.0,7.0,8.0,5.0,5.0,8.0,4.0,5.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,7.0,8.0,7.0,9.0,7.0,9.0,7.0,8.0,7.0,2.0,,,
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,4.0,10.0,8.0,5.0,8.0,7.0,6.0,7.0,2.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,8.0,7.0,8.0,10.0,7.0,8.0,8.0,1.0,1.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,4.0,7.0,8.0,8.0,6.0,7.0,4.0,1.0,2.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,8.0,10.0,7.0,10.0,7.0,10.0,8.0,10.0,1.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,6.0,9.0,8.0,9.0,8.0,9.0,7.0,7.0,2.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,5.0,10.0,8.0,4.0,8.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,7.0,10.0,10.0,7.0,10.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,5.0,9.0,9.0,5.0,9.0,7.0,6.0,6.0,2.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,9.0,8.0,10.0,10.0,7.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0
0,23.0,Law,2.0,Texas,"37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,8.0,9.0,10.0,10.0,8.0,8.0,10.0,8.0,2.0,2.0,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,5.0,8.0,8.0,2.0,2.0,2.0,7.0,5.0,2.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,8.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,1.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,4.0,6.0,8.0,8.0,6.0,5.0,6.0,5.0,1.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,8.0,5.0,5.0,7.0,7.0,9.0,8.0,2.0,1.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,6.0,7.0,7.0,5.0,4.0,8.0,7.0,4.0,2.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,5.0,6.0,7.0,5.0,7.0,8.0,7.0,3.0,2.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,6.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,2.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,5.0,5.0,7.0,6.0,7.0,5.0,6.0,4.0,2.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,7.0,5.0,7.0,8.0,7.0,9.0,9.0,4.0,2.0,,0.0,0.0
0,21.0,Law,2.0,Bowdoin College,"86,340.00",2.0,4.0,1.0,lawyer,7.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,3.0,7.0,8.0,3.0,9.0,6.0,7.0,9.0,6.0,5.0,10.0,3.0,2.0,,0.0,0.0
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,6.0,9.0,7.0,6.0,7.0,6.0,6.0,6.0,2.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,6.0,9.0,9.0,6.0,8.0,2.0,7.0,6.0,2.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,4.0,7.0,9.0,4.0,3.0,2.0,6.0,2.0,1.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,8.0,6.0,7.0,8.0,2.0,8.0,9.0,4.0,2.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,5.0,4.0,8.0,8.0,4.0,2.0,4.0,3.0,1.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,3.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,8.0,8.0,8.0,8.0,3.0,4.0,8.0,7.0,2.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,4.0,8.0,9.0,2.0,8.0,3.0,5.0,5.0,2.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,7.0,6.0,8.0,8.0,6.0,9.0,9.0,6.0,2.0,4.0,,
0,23.0,law,4.0,MD,"60,304.00",1.0,3.0,1.0,lawyer,10.0,9.0,7.0,8.0,7.0,9.0,2.0,6.0,9.0,2.0,5.0,6.0,6.0,4.0,1.0,1.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,8.0,2.0,4.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,8.0,8.0,5.0,7.0,4.0,7.0,4.0,2.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,8.0,4.0,9.0,4.0,7.0,3.0,1.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,1.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0,1.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,7.0,7.0,4.0,8.0,5.0,5.0,6.0,1.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,8.0,7.0,4.0,5.0,4.0,5.0,5.0,2.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,2.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,8.0,5.0,9.0,5.0,5.0,7.0,2.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,2.0,2.0,,
0,22.0,Law,4.0,Southern California,"54,620.00",1.0,5.0,1.0,Law,5.0,4.0,10.0,10.0,10.0,2.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,5.0,2.0,2.0,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,5.0,8.0,7.0,4.0,7.0,5.0,4.0,5.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,5.0,8.0,8.0,6.0,7.0,7.0,5.0,5.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,8.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,8.0,8.0,5.0,6.0,7.0,6.0,5.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,5.0,6.0,7.0,4.0,5.0,6.0,5.0,4.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,8.0,8.0,5.0,9.0,8.0,9.0,7.0,10.0,2.0,,,
0,25.0,Masters in Public Administration,2.0,"London, England",,1.0,5.0,1.0,Journalist,2.0,1.0,10.0,9.0,9.0,3.0,2.0,10.0,8.0,10.0,9.0,9.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,9.0,8.0,8.0,7.0,2.0,,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,8.0,10.0,9.0,8.0,7.0,6.0,5.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,5.0,10.0,10.0,6.0,6.0,6.0,8.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,5.0,10.0,8.0,8.0,5.0,5.0,5.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,8.0,9.0,9.0,7.0,6.0,5.0,6.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,8.0,9.0,6.0,6.0,6.0,7.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,6.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,8.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,2.0,1.0,,
0,26.0,Masters in Public Administration,6.0,"Palm Springs, California",,1.0,4.0,1.0,"Congresswoman, and comedian",4.0,1.0,8.0,6.0,7.0,2.0,2.0,10.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,3.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,5.0,2.0,1.0,,
0,26.0,Masters of Social Work&Education,2.0,94115,"48,652.00",2.0,6.0,1.0,To create early childhood intervention programs,9.0,9.0,7.0,6.0,6.0,7.0,1.0,7.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,10.0,10.0,6.0,6.0,,6.0,3.0,2.0,,,
